Register Value,Player Name, Salary in $ ,Season Start,Season End,Team,Full Team Name
5850,Alvin Williams," $6,300,000.00 ",2005,2006,TOR,Toronto Raptors 
6293,Alvin Williams," $4,483,516.00 ",2006,2007,TOR,Toronto Raptors 
6294,Alvin Williams," $103,992.00 ",2006,2007,LAC,Los Angeles Clippers
6674,Alvin Williams," $4,516,484.00 ",2007,2008,TOR,Toronto Raptors 
2217,Amal McCaskill," $220,000.00 ",1996,1997,ORL,Orlando Magic
2604,Amal McCaskill," $20,700.00 ",1997,1998,ORL,Orlando Magic
4132,Amal McCaskill," $465,850.00 ",2001,2002,SAS,San Antonio Spurs
4588,Amal McCaskill," $699,935.00 ",2002,2003,POR,Portland Trail Blazers
4589,Amal McCaskill," $143,277.00 ",2002,2003,ATL,Atlanta Hawks
5432,Amal McCaskill," $932,546.00 ",2004,2005,DET,Detroit Pistons
4590,Amar\'e Stoudemire," $1,767,120.00 ",2002,2003,PHO,Phoenix Suns
5017,Amar\'e Stoudemire," $1,899,720.00 ",2003,2004,PHO,Phoenix Suns
5433,Amar\'e Stoudemire," $2,032,200.00 ",2004,2005,PHO,Phoenix Suns
6295,Amar\'e Stoudemire," $12,455,000.00 ",2006,2007,PHO,Phoenix Suns
6675,Amar\'e Stoudemire," $13,762,775.00 ",2007,2008,PHO,Phoenix Suns
7077,Amar\'e Stoudemire," $15,070,550.00 ",2008,2009,PHO,Phoenix Suns
7499,Amar\'e Stoudemire," $16,378,325.00 ",2009,2010,PHO,Phoenix Suns
7957,Amar\'e Stoudemire," $16,486,611.00 ",2010,2011,NYK,New York Knicks
8356,Amar\'e Stoudemire," $18,217,705.00 ",2011,2012,NYK,New York Knicks
8812,Amar\'e Stoudemire," $19,948,799.00 ",2012,2013,NYK,New York Knicks
9242,Amar\'e Stoudemire," $21,679,893.00 ",2013,2014,NYK,New York Knicks
9644,Amar\'e Stoudemire," $23,410,988.00 ",2014,2015,NYK,New York Knicks
9645,Amar\'e Stoudemire," $485,670.00 ",2014,2015,DAL,Dallas Mavericks
10172,Amar\'e Stoudemire," $1,499,187.00 ",2015,2016,MIA,Miami Heat
5851,Amir Johnson," $398,762.00 ",2005,2006,DET,Detroit Pistons
6296,Amir Johnson," $664,209.00 ",2006,2007,DET,Detroit Pistons
6676,Amir Johnson," $3,666,666.00 ",2007,2008,DET,Detroit Pistons
7078,Amir Johnson," $3,666,667.00 ",2008,2009,DET,Detroit Pistons
7500,Amir Johnson," $3,666,666.00 ",2009,2010,TOR,Toronto Raptors 
7958,Amir Johnson," $5,000,000.00 ",2010,2011,TOR,Toronto Raptors 
8357,Amir Johnson," $5,500,000.00 ",2011,2012,TOR,Toronto Raptors 
8813,Amir Johnson," $6,000,000.00 ",2012,2013,TOR,Toronto Raptors 
9243,Amir Johnson," $6,500,000.00 ",2013,2014,TOR,Toronto Raptors 
9646,Amir Johnson," $7,000,000.00 ",2014,2015,TOR,Toronto Raptors 
10173,Amir Johnson," $12,000,000.00 ",2015,2016,BOS,Boston Celtic
10738,Amir Johnson," $12,000,000.00 ",2016,2017,BOS,Boston Celtic
11341,Amir Johnson," $11,000,000.00 ",2017,2018,PHI,Philadelphia 76ers
5434,Anderson Varejao," $788,000.00 ",2004,2005,CLE,Cleveland Caveliers
5852,Anderson Varejao," $866,800.00 ",2005,2006,CLE,Cleveland Caveliers
6297,Anderson Varejao," $945,600.00 ",2006,2007,CLE,Cleveland Caveliers
6677,Anderson Varejao," $5,356,000.00 ",2007,2008,CLE,Cleveland Caveliers
7079,Anderson Varejao," $5,784,480.00 ",2008,2009,CLE,Cleveland Caveliers
7501,Anderson Varejao," $6,300,000.00 ",2009,2010,CLE,Cleveland Caveliers
7959,Anderson Varejao," $7,281,818.00 ",2010,2011,CLE,Cleveland Caveliers
8358,Anderson Varejao," $7,700,000.00 ",2011,2012,CLE,Cleveland Caveliers
8814,Anderson Varejao," $8,368,182.00 ",2012,2013,CLE,Cleveland Caveliers
9244,Anderson Varejao," $9,036,364.00 ",2013,2014,CLE,Cleveland Caveliers
9647,Anderson Varejao," $9,704,595.00 ",2014,2015,CLE,Cleveland Caveliers
10174,Anderson Varejao," $9,638,554.00 ",2015,2016,POR,Portland Trail Blazers
10175,Anderson Varejao," $458,575.00 ",2015,2016,GSW,Golden State Warriors
10739,Anderson Varejao," $1,984,005.00 ",2016,2017,POR,Portland Trail Blazers
10740,Anderson Varejao," $1,551,659.00 ",2016,2017,GSW,Golden State Warriors
11342,Anderson Varejao," $1,913,345.00 ",2017,2018,POR,Portland Trail Blazers
2987,Andrae Patterson," $287,500.00 ",1998,1999,MIN,Minnesota Timberwolves
3360,Andrae Patterson," $385,000.00 ",1999,2000,MIN,Minnesota Timberwolves
3712,Andrae Patterson," $498,500.00 ",2000,2001,MIN,Minnesota Timberwolves
5853,Andray Blatche," $398,762.00 ",2005,2006,WAS,Washington Wizards
6298,Andray Blatche," $664,209.00 ",2006,2007,WAS,Washington Wizards
6678,Andray Blatche," $2,470,000.00 ",2007,2008,WAS,Washington Wizards
7080,Andray Blatche," $2,739,669.00 ",2008,2009,WAS,Washington Wizards
7502,Andray Blatche," $3,000,000.00 ",2009,2010,WAS,Washington Wizards
7960,Andray Blatche," $5,900,000.00 ",2010,2011,WAS,Washington Wizards
8359,Andray Blatche," $6,442,083.00 ",2011,2012,WAS,Washington Wizards
8815,Andray Blatche," $7,118,502.00 ",2012,2013,WAS,Washington Wizards
8816,Andray Blatche," $1,146,337.00 ",2012,2013,NJN,Brooklyn Nets
9245,Andray Blatche," $1,375,604.00 ",2013,2014,NJN,Brooklyn Nets
9648,Andray Blatche," $8,471,339.00 ",2014,2015,WAS,Washington Wizards
5435,Andre Barrett," $385,277.00 ",2004,2005,HOU,Houston Rockets
6299,Andre Barrett," $744,551.00 ",2006,2007,CHI,Chicago Bulls
6300,Andre Brown," $241,591.00 ",2006,2007,OKC,Oklahoma City Thunder
6679,Andre Brown," $711,517.00 ",2007,2008,MEM,Memphis Grizzlies
9649,Andre Dawkins," $59,686.00 ",2014,2015,BOS,Boston Celtic
9246,Andre Drummond," $2,462,400.00 ",2013,2014,DET,Detroit Pistons
9650,Andre Drummond," $2,568,360.00 ",2014,2015,DET,Detroit Pistons
10176,Andre Drummond," $3,272,091.00 ",2015,2016,DET,Detroit Pistons
10741,Andre Drummond," $22,116,750.00 ",2016,2017,DET,Detroit Pistons
11343,Andre Drummond," $23,775,506.00 ",2017,2018,DET,Detroit Pistons
5436,Andre Emmett," $385,277.00 ",2004,2005,MEM,Memphis Grizzlies
5854,Andre Emmett," $641,748.00 ",2005,2006,MIA,Miami Heat
8360,Andre Emmett," $61,433.00 ",2011,2012,NJN,Brooklyn Nets
5437,Andre Iguodala," $1,914,480.00 ",2004,2005,PHI,Philadelphia 76ers
5855,Andre Iguodala," $2,058,000.00 ",2005,2006,PHI,Philadelphia 76ers
6301,Andre Iguodala," $2,201,640.00 ",2006,2007,PHI,Philadelphia 76ers
7081,Andre Iguodala," $11,300,000.00 ",2008,2009,PHI,Philadelphia 76ers
7503,Andre Iguodala," $12,200,000.00 ",2009,2010,PHI,Philadelphia 76ers
7961,Andre Iguodala," $12,345,250.00 ",2010,2011,PHI,Philadelphia 76ers
8361,Andre Iguodala," $13,531,750.00 ",2011,2012,PHI,Philadelphia 76ers
8817,Andre Iguodala," $14,968,250.00 ",2012,2013,DEN,Denver Nuggets
9247,Andre Iguodala," $12,868,632.00 ",2013,2014,GSW,Golden State Warriors
9651,Andre Iguodala," $12,289,544.00 ",2014,2015,GSW,Golden State Warriors
10177,Andre Iguodala," $11,710,456.00 ",2015,2016,GSW,Golden State Warriors
10742,Andre Iguodala," $11,131,368.00 ",2016,2017,GSW,Golden State Warriors
11344,Andre Iguodala," $14,814,815.00 ",2017,2018,GSW,Golden State Warriors
3361,Andre Miller," $1,682,280.00 ",1999,2000,CLE,Cleveland Caveliers
3713,Andre Miller," $1,808,400.00 ",2000,2001,CLE,Cleveland Caveliers
4133,Andre Miller," $1,934,520.00 ",2001,2002,CLE,Cleveland Caveliers
4591,Andre Miller," $2,460,709.00 ",2002,2003,LAC,Los Angeles Clippers
5018,Andre Miller," $8,000,000.00 ",2003,2004,DEN,Denver Nuggets
5856,Andre Miller," $8,100,000.00 ",2005,2006,DEN,Denver Nuggets
6302,Andre Miller," $8,733,333.00 ",2006,2007,PHI,Philadelphia 76ers
7082,Andre Miller," $10,333,334.00 ",2008,2009,PHI,Philadelphia 76ers
7504,Andre Miller," $6,730,800.00 ",2009,2010,POR,Portland Trail Blazers
7962,Andre Miller," $7,269,264.00 ",2010,2011,POR,Portland Trail Blazers
8362,Andre Miller," $7,807,728.00 ",2011,2012,DEN,Denver Nuggets
8818,Andre Miller," $5,000,000.00 ",2012,2013,DEN,Denver Nuggets
9248,Andre Miller," $5,000,000.00 ",2013,2014,DEN,Denver Nuggets
9652,Andre Miller," $4,625,000.00 ",2014,2015,SAC,Sacramento Kings
10178,Andre Miller," $1,499,187.00 ",2015,2016,MIN,Minnesota Timberwolves
10179,Andre Miller," $396,844.00 ",2015,2016,SAS,San Antonio Spurs
5857,Andre Owens," $398,762.00 ",2005,2006,UTA,Utah Jazz
6303,Andre Owens," $676,800.00 ",2006,2007,GSW,Golden State Warriors
6680,Andre Owens," $687,456.00 ",2007,2008,IND,Indiana Pacers
9249,Andre Roberson," $1,110,840.00 ",2013,2014,OKC,Oklahoma City Thunder
9653,Andre Roberson," $1,160,880.00 ",2014,2015,OKC,Oklahoma City Thunder
10180,Andre Roberson," $1,210,800.00 ",2015,2016,OKC,Oklahoma City Thunder
10743,Andre Roberson," $2,183,072.00 ",2016,2017,OKC,Oklahoma City Thunder
11345,Andre Roberson," $9,259,259.00 ",2017,2018,OKC,Oklahoma City Thunder
1113,Andre Spencer," $250,000.00 ",1993,1994,GSW,Golden State Warriors
13,Andre Turner," $110,000.00 ",1990,1991,PHI,Philadelphia 76ers
364,Andre Turner," $130,000.00 ",1991,1992,WAS,Washington Wizards
738,Andre Turner," $140,000.00 ",1992,1993,WAS,Washington Wizards
6304,Andrea Bargnani," $4,501,200.00 ",2006,2007,TOR,Toronto Raptors 
6681,Andrea Bargnani," $4,838,880.00 ",2007,2008,TOR,Toronto Raptors 
7083,Andrea Bargnani," $5,176,440.00 ",2008,2009,TOR,Toronto Raptors 
7505,Andrea Bargnani," $6,527,491.00 ",2009,2010,TOR,Toronto Raptors 
7963,Andrea Bargnani," $8,500,000.00 ",2010,2011,TOR,Toronto Raptors 
8363,Andrea Bargnani," $9,250,000.00 ",2011,2012,TOR,Toronto Raptors 
8819,Andrea Bargnani," $10,000,000.00 ",2012,2013,TOR,Toronto Raptors 
9250,Andrea Bargnani," $11,862,500.00 ",2013,2014,NYK,New York Knicks
9654,Andrea Bargnani," $11,500,000.00 ",2014,2015,NYK,New York Knicks
10181,Andrea Bargnani," $1,039,298.00 ",2015,2016,NJN,Brooklyn Nets
10744,Andrea Bargnani," $323,599.00 ",2016,2017,NJN,Brooklyn Nets
6305,Andreas Glyniadakis," $161,061.00 ",2006,2007,OKC,Oklahoma City Thunder
4134,Andrei Kirilenko," $831,120.00 ",2001,2002,UTA,Utah Jazz
4592,Andrei Kirilenko," $893,400.00 ",2002,2003,UTA,Utah Jazz
5019,Andrei Kirilenko," $955,800.00 ",2003,2004,UTA,Utah Jazz
5438,Andrei Kirilenko," $1,671,694.00 ",2004,2005,UTA,Utah Jazz
5858,Andrei Kirilenko," $10,983,000.00 ",2005,2006,UTA,Utah Jazz
6682,Andrei Kirilenko," $13,735,000.00 ",2007,2008,UTA,Utah Jazz
7084,Andrei Kirilenko," $15,106,000.00 ",2008,2009,UTA,Utah Jazz
7506,Andrei Kirilenko," $16,452,000.00 ",2009,2010,UTA,Utah Jazz
7964,Andrei Kirilenko," $17,823,000.00 ",2010,2011,UTA,Utah Jazz
8820,Andrei Kirilenko," $9,779,349.00 ",2012,2013,MIN,Minnesota Timberwolves
9251,Andrei Kirilenko," $3,183,000.00 ",2013,2014,NJN,Brooklyn Nets
9655,Andrei Kirilenko," $3,326,235.00 ",2014,2015,PHI,Philadelphia 76ers
5859,Andres Nocioni," $2,775,000.00 ",2005,2006,CHI,Chicago Bulls
6306,Andres Nocioni," $3,950,000.00 ",2006,2007,CHI,Chicago Bulls
6683,Andres Nocioni," $8,500,000.00 ",2007,2008,CHI,Chicago Bulls
7085,Andres Nocioni," $8,000,000.00 ",2008,2009,SAC,Sacramento Kings
7507,Andres Nocioni," $7,500,000.00 ",2009,2010,SAC,Sacramento Kings
7965,Andres Nocioni," $6,850,000.00 ",2010,2011,PHI,Philadelphia 76ers
8364,Andres Nocioni," $6,650,000.00 ",2011,2012,PHI,Philadelphia 76ers
5860,Andrew Bogut," $4,340,520.00 ",2005,2006,MIL,Milwaukee Bucks
6307,Andrew Bogut," $4,665,960.00 ",2006,2007,MIL,Milwaukee Bucks
6684,Andrew Bogut," $4,991,520.00 ",2007,2008,MIL,Milwaukee Bucks
7086,Andrew Bogut," $6,294,310.00 ",2008,2009,MIL,Milwaukee Bucks
7508,Andrew Bogut," $10,000,000.00 ",2009,2010,MIL,Milwaukee Bucks
7966,Andrew Bogut," $11,000,000.00 ",2010,2011,MIL,Milwaukee Bucks
8365,Andrew Bogut," $12,000,000.00 ",2011,2012,MIL,Milwaukee Bucks
8821,Andrew Bogut," $13,000,000.00 ",2012,2013,GSW,Golden State Warriors
9252,Andrew Bogut," $14,000,000.00 ",2013,2014,GSW,Golden State Warriors
9656,Andrew Bogut," $12,972,973.00 ",2014,2015,GSW,Golden State Warriors
10182,Andrew Bogut," $12,000,000.00 ",2015,2016,GSW,Golden State Warriors
10745,Andrew Bogut," $11,027,027.00 ",2016,2017,PHI,Philadelphia 76ers
10746,Andrew Bogut," $242,224.00 ",2016,2017,CLE,Cleveland Caveliers
11346,Andrew Bogut," $2,328,652.00 ",2017,2018,LAL,Los Angeles Lakers
5861,Andrew Bynum," $1,888,680.00 ",2005,2006,LAL,Los Angeles Lakers
6308,Andrew Bynum," $2,030,280.00 ",2006,2007,LAL,Los Angeles Lakers
6685,Andrew Bynum," $2,172,000.00 ",2007,2008,LAL,Los Angeles Lakers
7087,Andrew Bynum," $2,769,300.00 ",2008,2009,LAL,Los Angeles Lakers
7509,Andrew Bynum," $12,526,998.00 ",2009,2010,LAL,Los Angeles Lakers
7967,Andrew Bynum," $13,700,000.00 ",2010,2011,LAL,Los Angeles Lakers
8366,Andrew Bynum," $14,900,000.00 ",2011,2012,LAL,Los Angeles Lakers
8822,Andrew Bynum," $16,889,000.00 ",2012,2013,PHI,Philadelphia 76ers
9253,Andrew Bynum," $6,000,000.00 ",2013,2014,CHI,Chicago Bulls
1841,Andrew DeClercq," $230,000.00 ",1995,1996,GSW,Golden State Warriors
2218,Andrew DeClercq," $276,000.00 ",1996,1997,GSW,Golden State Warriors
2605,Andrew DeClercq," $1,200,000.00 ",1997,1998,BOS,Boston Celtic
2988,Andrew DeClercq," $1,440,000.00 ",1998,1999,CLE,Cleveland Caveliers
3362,Andrew DeClercq," $1,680,000.00 ",1999,2000,CLE,Cleveland Caveliers
3714,Andrew DeClercq," $1,920,000.00 ",2000,2001,ORL,Orlando Magic
4135,Andrew DeClercq," $2,900,000.00 ",2001,2002,ORL,Orlando Magic
4593,Andrew DeClercq," $3,262,500.00 ",2002,2003,ORL,Orlando Magic
5020,Andrew DeClercq," $2,500,000.00 ",2003,2004,ORL,Orlando Magic
5439,Andrew DeClercq," $2,500,000.00 ",2004,2005,ORL,Orlando Magic
3363,Andrew Gaze," $460,000.00 ",1999,2000,SAS,San Antonio Spurs
8367,Andrew Goudelock," $473,604.00 ",2011,2012,LAL,Los Angeles Lakers
10183,Andrew Goudelock," $200,600.00 ",2015,2016,HOU,Houston Rockets
10747,Andrew Harrison," $945,000.00 ",2016,2017,MEM,Memphis Grizzlies
11347,Andrew Harrison," $1,312,611.00 ",2017,2018,MEM,Memphis Grizzlies
14,Andrew Lang," $600,000.00 ",1990,1991,PHO,Phoenix Suns
365,Andrew Lang," $700,000.00 ",1991,1992,PHO,Phoenix Suns
739,Andrew Lang," $1,040,000.00 ",1992,1993,PHI,Philadelphia 76ers
1114,Andrew Lang," $1,228,000.00 ",1993,1994,ATL,Atlanta Hawks
1509,Andrew Lang," $1,596,000.00 ",1994,1995,ATL,Atlanta Hawks
1842,Andrew Lang," $1,964,000.00 ",1995,1996,ATL,Atlanta Hawks
2219,Andrew Lang," $2,332,000.00 ",1996,1997,MIL,Milwaukee Bucks
2606,Andrew Lang," $2,700,000.00 ",1997,1998,MIL,Milwaukee Bucks
2989,Andrew Lang," $3,068,000.00 ",1998,1999,CHI,Chicago Bulls
8823,Andrew Nicholson," $1,418,160.00 ",2012,2013,ORL,Orlando Magic
9254,Andrew Nicholson," $1,482,000.00 ",2013,2014,ORL,Orlando Magic
9657,Andrew Nicholson," $1,545,840.00 ",2014,2015,ORL,Orlando Magic
10184,Andrew Nicholson," $2,380,594.00 ",2015,2016,ORL,Orlando Magic
10748,Andrew Nicholson," $6,088,993.00 ",2016,2017,NJN,Brooklyn Nets
11348,Andrew Nicholson," $2,844,429.00 ",2017,2018,POR,Portland Trail Blazers
366,Andrew Toney," $450,000.00 ",1991,1992,PHI,Philadelphia 76ers
9658,Andrew Wiggins," $5,510,640.00 ",2014,2015,MIN,Minnesota Timberwolves
10185,Andrew Wiggins," $5,758,680.00 ",2015,2016,MIN,Minnesota Timberwolves
10749,Andrew Wiggins," $6,006,600.00 ",2016,2017,MIN,Minnesota Timberwolves
11349,Andrew Wiggins," $7,574,322.00 ",2017,2018,MIN,Minnesota Timberwolves
5440,Andris Biedrins," $1,727,760.00 ",2004,2005,GSW,Golden State Warriors
5862,Andris Biedrins," $1,857,360.00 ",2005,2006,GSW,Golden State Warriors
6309,Andris Biedrins," $1,986,960.00 ",2006,2007,GSW,Golden State Warriors
6686,Andris Biedrins," $2,636,696.00 ",2007,2008,GSW,Golden State Warriors
7510,Andris Biedrins," $9,000,000.00 ",2009,2010,GSW,Golden State Warriors
7968,Andris Biedrins," $9,000,000.00 ",2010,2011,GSW,Golden State Warriors
8368,Andris Biedrins," $9,000,000.00 ",2011,2012,GSW,Golden State Warriors
8824,Andris Biedrins," $9,000,000.00 ",2012,2013,GSW,Golden State Warriors
9255,Andris Biedrins," $9,000,000.00 ",2013,2014,UTA,Utah Jazz
3364,Andy Panko," $5,000.00 ",1999,2000,LAL,Los Angeles Lakers
7969,Andy Rautins," $600,000.00 ",2010,2011,NYK,New York Knicks
8369,Andy Rautins," $788,872.00 ",2011,2012,DAL,Dallas Mavericks
15,Andy Toolson," $120,000.00 ",1990,1991,UTA,Utah Jazz
367,Andy Toolson," $250,000.00 ",1991,1992,UTA,Utah Jazz
1843,Andy Toolson," $310,000.00 ",1995,1996,UTA,Utah Jazz
1115,Anfernee Hardaway," $1,244,000.00 ",1993,1994,ORL,Orlando Magic
1844,Anfernee Hardaway," $5,230,000.00 ",1995,1996,ORL,Orlando Magic
2220,Anfernee Hardaway," $6,655,000.00 ",1996,1997,ORL,Orlando Magic
2607,Anfernee Hardaway," $7,580,000.00 ",1997,1998,ORL,Orlando Magic
2990,Anfernee Hardaway," $8,505,000.00 ",1998,1999,ORL,Orlando Magic
3715,Anfernee Hardaway," $10,130,000.00 ",2000,2001,PHO,Phoenix Suns
4136,Anfernee Hardaway," $11,250,000.00 ",2001,2002,PHO,Phoenix Suns
4594,Anfernee Hardaway," $12,375,000.00 ",2002,2003,PHO,Phoenix Suns
5021,Anfernee Hardaway," $13,500,000.00 ",2003,2004,PHO,Phoenix Suns
5441,Anfernee Hardaway," $14,625,000.00 ",2004,2005,NYK,New York Knicks
5863,Anfernee Hardaway," $15,750,000.00 ",2005,2006,NYK,New York Knicks
6687,Anfernee Hardaway," $320,142.00 ",2007,2008,MIA,Miami Heat
2991,Ansu Sesay," $287,500.00 ",1998,1999,DAL,Dallas Mavericks
3365,Ansu Sesay," $535,000.00 ",1999,2000,DAL,Dallas Mavericks
3716,Ansu Sesay," $508,000.00 ",2000,2001,DET,Detroit Pistons
4595,Ansu Sesay," $612,435.00 ",2002,2003,OKC,Oklahoma City Thunder
5022,Ansu Sesay," $688,679.00 ",2003,2004,OKC,Oklahoma City Thunder
5442,Ansu Sesay," $745,046.00 ",2004,2005,GSW,Golden State Warriors
2992,Antawn Jamison," $1,940,000.00 ",1998,1999,GSW,Golden State Warriors
3366,Antawn Jamison," $2,503,800.00 ",1999,2000,GSW,Golden State Warriors
3717,Antawn Jamison," $2,678,400.00 ",2000,2001,GSW,Golden State Warriors
4137,Antawn Jamison," $3,388,176.00 ",2001,2002,GSW,Golden State Warriors
4596,Antawn Jamison," $10,067,750.00 ",2002,2003,GSW,Golden State Warriors
5443,Antawn Jamison," $12,584,688.00 ",2004,2005,WAS,Washington Wizards
5864,Antawn Jamison," $13,843,156.00 ",2005,2006,WAS,Washington Wizards
6310,Antawn Jamison," $15,101,625.00 ",2006,2007,WAS,Washington Wizards
6688,Antawn Jamison," $16,360,094.00 ",2007,2008,WAS,Washington Wizards
7088,Antawn Jamison," $9,923,285.00 ",2008,2009,WAS,Washington Wizards
7511,Antawn Jamison," $11,641,095.00 ",2009,2010,CLE,Cleveland Caveliers
7970,Antawn Jamison," $13,358,905.00 ",2010,2011,CLE,Cleveland Caveliers
8370,Antawn Jamison," $15,076,715.00 ",2011,2012,CLE,Cleveland Caveliers
8825,Antawn Jamison," $1,352,181.00 ",2012,2013,LAL,Los Angeles Lakers
9256,Antawn Jamison," $1,399,507.00 ",2013,2014,LAC,Los Angeles Clippers
11350,Ante Zizic," $1,645,200.00 ",2017,2018,CLE,Cleveland Caveliers
740,Anthony Avent," $500,000.00 ",1992,1993,MIL,Milwaukee Bucks
1116,Anthony Avent," $650,000.00 ",1993,1994,ORL,Orlando Magic
1845,Anthony Avent," $950,000.00 ",1995,1996,MEM,Memphis Grizzlies
3367,Anthony Avent," $510,000.00 ",1999,2000,LAC,Los Angeles Clippers
9257,Anthony Bennett," $5,324,280.00 ",2013,2014,CLE,Cleveland Caveliers
9659,Anthony Bennett," $5,563,920.00 ",2014,2015,MIN,Minnesota Timberwolves
10186,Anthony Bennett," $3,650,000.00 ",2015,2016,MIN,Minnesota Timberwolves
10187,Anthony Bennett," $947,276.00 ",2015,2016,TOR,Toronto Raptors 
10750,Anthony Bennett," $1,015,696.00 ",2016,2017,NJN,Brooklyn Nets
368,Anthony Bonner," $568,000.00 ",1991,1992,SAC,Sacramento Kings
741,Anthony Bonner," $763,000.00 ",1992,1993,SAC,Sacramento Kings
1117,Anthony Bonner," $650,000.00 ",1993,1994,NYK,New York Knicks
1510,Anthony Bonner," $845,000.00 ",1994,1995,NYK,New York Knicks
742,Anthony Bowie," $900,000.00 ",1992,1993,ORL,Orlando Magic
1118,Anthony Bowie," $900,000.00 ",1993,1994,ORL,Orlando Magic
1846,Anthony Bowie," $370,000.00 ",1995,1996,ORL,Orlando Magic
10188,Anthony Brown," $700,000.00 ",2015,2016,LAL,Los Angeles Lakers
10751,Anthony Brown," $874,636.00 ",2016,2017,LAL,Los Angeles Lakers
10752,Anthony Brown," $108,043.00 ",2016,2017,NOH,New Orleans Pelicans
10753,Anthony Brown," $51,449.00 ",2016,2017,ORL,Orlando Magic
3718,Anthony Carter," $1,200,000.00 ",2000,2001,MIA,Miami Heat
4138,Anthony Carter," $3,250,000.00 ",2001,2002,MIA,Miami Heat
4597,Anthony Carter," $3,656,250.00 ",2002,2003,MIA,Miami Heat
5023,Anthony Carter," $751,179.00 ",2003,2004,SAS,San Antonio Spurs
5444,Anthony Carter," $807,546.00 ",2004,2005,MIN,Minnesota Timberwolves
5865,Anthony Carter," $900,498.00 ",2005,2006,MIN,Minnesota Timberwolves
6689,Anthony Carter," $1,103,225.00 ",2007,2008,DEN,Denver Nuggets
7089,Anthony Carter," $1,147,533.00 ",2008,2009,DEN,Denver Nuggets
7512,Anthony Carter," $1,306,455.00 ",2009,2010,DEN,Denver Nuggets
7971,Anthony Carter," $1,352,181.00 ",2010,2011,NYK,New York Knicks
8371,Anthony Carter," $1,352,181.00 ",2011,2012,TOR,Toronto Raptors 
16,Anthony Cook," $370,000.00 ",1990,1991,DEN,Denver Nuggets
369,Anthony Cook," $480,000.00 ",1991,1992,DEN,Denver Nuggets
743,Anthony Cook," $570,000.00 ",1992,1993,DEN,Denver Nuggets
1119,Anthony Cook," $650,000.00 ",1993,1994,MIL,Milwaukee Bucks
1847,Anthony Cook," $225,000.00 ",1995,1996,POR,Portland Trail Blazers
8826,Anthony Davis," $5,144,280.00 ",2012,2013,NOH,New Orleans Pelicans
9258,Anthony Davis," $5,375,760.00 ",2013,2014,NOH,New Orleans Pelicans
9660,Anthony Davis," $5,607,240.00 ",2014,2015,NOH,New Orleans Pelicans
10189,Anthony Davis," $7,070,730.00 ",2015,2016,NOH,New Orleans Pelicans
10754,Anthony Davis," $22,116,750.00 ",2016,2017,NOH,New Orleans Pelicans
11351,Anthony Davis," $23,775,506.00 ",2017,2018,NOH,New Orleans Pelicans
17,Anthony Frederick," $30,000.00 ",1990,1991,SAC,Sacramento Kings
370,Anthony Frederick," $130,000.00 ",1991,1992,CHA,Charlotte Hornets
2608,Anthony Goldwire," $330,000.00 ",1997,1998,DEN,Denver Nuggets
4598,Anthony Goldwire," $139,925.00 ",2002,2003,SAS,San Antonio Spurs
5445,Anthony Goldwire," $116,713.00 ",2004,2005,MIL,Milwaukee Bucks
5866,Anthony Goldwire," $74,652.00 ",2005,2006,LAC,Los Angeles Clippers
2609,Anthony Johnson," $242,000.00 ",1997,1998,SAC,Sacramento Kings
2993,Anthony Johnson," $1,000,000.00 ",1998,1999,ATL,Atlanta Hawks
3719,Anthony Johnson," $1,200,000.00 ",2000,2001,ATL,Atlanta Hawks
4599,Anthony Johnson," $699,935.00 ",2002,2003,NJN,Brooklyn Nets
5024,Anthony Johnson," $813,679.00 ",2003,2004,IND,Indiana Pacers
5446,Anthony Johnson," $2,200,000.00 ",2004,2005,IND,Indiana Pacers
5867,Anthony Johnson," $2,420,000.00 ",2005,2006,IND,Indiana Pacers
6311,Anthony Johnson," $2,640,000.00 ",2006,2007,ATL,Atlanta Hawks
7090,Anthony Johnson," $1,910,000.00 ",2008,2009,ORL,Orlando Magic
7513,Anthony Johnson," $2,160,000.00 ",2009,2010,ORL,Orlando Magic
371,Anthony Mason," $210,000.00 ",1991,1992,NYK,New York Knicks
744,Anthony Mason," $273,000.00 ",1992,1993,NYK,New York Knicks
1120,Anthony Mason," $1,100,000.00 ",1993,1994,NYK,New York Knicks
1511,Anthony Mason," $1,200,000.00 ",1994,1995,NYK,New York Knicks
1848,Anthony Mason," $3,472,000.00 ",1995,1996,NYK,New York Knicks
2610,Anthony Mason," $3,471,500.00 ",1997,1998,CHA,Charlotte Hornets
